efret0,cl_id,pred
0.12500351219439018,A124C,S42C
0.25230912404512523,A124C,A78C
0.5461863536886992,A124C,A107C
0.39499999999978663,A124C,A107C
0.26232233103181674,A124C,A78C
0.13540963858669958,A124C,S42C
0.12453395788229091,A124C,S42C
0.21500139489312334,A124C,A78C
0.2650000000012459,A124C,A78C
0.5152910616984562,A124C,A107C
0.34000000000389535,A124C,A78C
0.41499999997950615,A124C,A107C
0.1705765568749673,A124C,S42C
0.3321381941413474,A124C,A78C
0.4882262643783142,A124C,A107C
0.13898066685541116,A124C,S42C
0.4150051168348504,A124C,A107C
0.32499999998203777,A124C,A78C
0.43606405310519897,A124C,A107C
0.3250000030559245,A124C,A78C
0.2900000000000011,A124C,A78C
0.4249999999897847,A124C,A107C
0.5299999999824669,A124C,A107C
0.10999999999999949,A124C,S42C
0.42500267456287644,A124C,A107C
0.6850000000007362,A124C,A124C
0.7090903344620957,A124C,A124C
0.1799994641023711,A124C,S42C
0.436380905831709,A124C,A107C
0.7449999999384338,A124C,A124C
0.5836682124299235,A124C,A124C
0.7292098361042738,A124C,A124C
0.2400000000385219,A124C,A78C
0.46990973663306196,A124C,A107C
0.40150417705180164,A124C,A107C
0.38292647028075744,A124C,A107C
0.7299999999849744,A124C,A124C
0.1749998670581427,A124C,S42C
0.22999999999824577,A124C,A78C
0.20999999999999933,A124C,A78C
0.21717536994676306,A124C,A78C
0.2992534343202596,A124C,A78C
0.15587229202914016,A124C,S42C
0.3547520667332228,A124C,A107C
0.4250692913248583,A124C,A107C
0.10500008575995924,A124C,S42C
0.32499999992227885,A124C,A78C
0.24499999916357734,A124C,A78C
0.12500000000102746,A124C,S42C
0.3951397597971656,A124C,A107C
0.6807469642589309,A124C,A124C
0.1901036622486389,A124C,S42C
0.3999999999069037,A124C,A107C
0.16500278047073683,A124C,S42C
0.2287845943326322,A124C,A78C
0.18096824682670345,A124C,S42C
0.4049990446245176,A124C,A107C
0.7318193581188622,A124C,A124C
0.2500000000078676,A124C,A78C
0.16215537003050595,A124C,S42C
0.2849976589710266,A124C,A78C
0.6799940806694458,A124C,A124C
0.114999999937891,A124C,S42C
0.36265559486888854,A124C,A107C
0.15000000000036295,A124C,S42C
0.4493108517848874,A124C,A107C
0.27499999999988606,A124C,A78C
0.35465297354620856,A124C,A107C
0.7851947572956305,A124C,A124C
0.8299999999857341,A124C,A124C
0.5249999997893756,A124C,A107C
0.279999999877365,A124C,A78C
0.20972490943674232,A124C,A78C
0.24730304522856433,A124C,A78C
0.3744320908280492,A124C,A107C
0.20999999999999916,A124C,A78C
0.4049999999967745,A124C,A107C
0.4321050411947147,A124C,A107C
0.7150000000646423,A124C,A124C
0.3749999998597023,A124C,A107C
0.30500000002700356,A124C,A78C
0.2793208857724089,A124C,A78C
0.5149992961509491,A124C,A107C
0.2049688549300659,A124C,A78C
0.18676886638106288,A124C,S42C
0.4501566791679546,A124C,A107C
0.14476386366417165,A124C,S42C
0.17499999993967794,A124C,S42C
0.22499999835136952,A124C,A78C
0.24999999999999897,A124C,A78C
0.7949999999388669,A124C,A124C
0.795000000004845,A124C,A124C
0.445147975037535,A124C,A107C
0.6086017670042966,A124C,A124C
0.6649999145950164,A124C,A124C
0.2950000000336223,A124C,A78C
0.18506819629594173,A124C,S42C
0.14088849893357122,A124C,S42C
0.14000000000619775,A124C,S42C
0.20587669261031796,A124C,A78C
0.3449999999920807,A124C,A78C
0.17402598645438297,A124C,S42C
0.1773860947111845,A124C,S42C
0.18999999998967532,A124C,S42C
0.21499999997578828,A124C,A78C
0.27795114935861986,A124C,A78C
0.7749999999968772,A124C,A124C
0.6100000000037596,A124C,A124C
0.3606200024948419,A124C,A107C
0.36499999895878715,A124C,A107C
0.1299999999948039,A124C,S42C
0.6358389290223432,A124C,A124C
0.10558884850800261,A124C,S42C
0.2349999999388464,A124C,A78C
0.16500225630351215,A124C,S42C
0.6492907579072804,A124C,A124C
0.1449999999978193,A124C,S42C
0.14493086322069498,A124C,S42C
0.345000000000192,A124C,A78C
0.4049995690060371,A124C,A107C
0.5699999999934455,A124C,A124C
0.5750000175722869,A124C,A124C
0.844999999998419,A124C,A124C
0.3749999999847705,A124C,A107C
0.48391544355594607,A124C,A107C
