efret0,cl_id,pred
0.335000000004411,A124C,A78C
0.20499349107306655,A124C,A78C
0.3012131558839689,A124C,A78C
0.7449962869909075,A124C,A124C
0.13497293502409902,A124C,S42C
0.7149999999994817,A124C,A124C
0.8349999999257871,A124C,A124C
0.18886767699690296,A124C,S42C
0.7982879770140248,A124C,A124C
0.21999999999999986,A124C,A78C
0.2305885981711381,A124C,A78C
0.7192457724933189,A124C,A124C
0.1278834312160477,A124C,S42C
0.8219063107429433,A124C,A124C
0.5899999999999984,A124C,A124C
0.22499999828692155,A124C,A78C
0.21207888531299787,A124C,A78C
0.5967014081037756,A124C,A124C
0.15073326791058936,A124C,S42C
0.17936197106394977,A124C,S42C
0.44000000000000045,A124C,A107C
0.4175187667236505,A124C,A107C
0.6827793224743736,A124C,A124C
0.16417382638123879,A124C,S42C
0.28500000001465514,A124C,A78C
0.6764610634634493,A124C,A124C
0.12000000000009842,A124C,S42C
0.3374007998002834,A124C,A78C
0.5038060484790974,A124C,A107C
0.32085065176779565,A124C,A78C
0.11013136167594992,A124C,S42C
0.3549999999391642,A124C,A107C
0.15152572189077815,A124C,S42C
0.42499999999876664,A124C,A107C
0.6243653619053438,A124C,A124C
0.23829074466722402,A124C,A78C
0.44234039594973357,A124C,A107C
0.7268305029010412,A124C,A124C
0.44500000001022544,A124C,A107C
0.5410985339645256,A124C,A107C
0.24500008183900682,A124C,A78C
0.21191587610316936,A124C,A78C
0.2493283372271684,A124C,A78C
0.468605851498869,A124C,A107C
0.25000000000001427,A124C,A78C
0.1337656723074198,A124C,S42C
0.5751352862358687,A124C,A124C
0.7749999999998697,A124C,A124C
0.18616944011756761,A124C,S42C
0.2030963917798043,A124C,A78C
0.21999999999163247,A124C,A78C
0.44000000000000056,A124C,A107C
0.4549999999996697,A124C,A107C
0.7689763369220124,A124C,A124C
0.898687444350969,A124C,A124C
0.20327779182492595,A124C,A78C
0.14499999999678037,A124C,S42C
0.43000000000227256,A124C,A107C
0.4129920188918936,A124C,A107C
0.4249945689163112,A124C,A107C
0.40075658853795415,A124C,A107C
0.19646066217554803,A124C,S42C
0.3199999999864294,A124C,A78C
0.3099999999933164,A124C,A78C
0.7400000000000806,A124C,A124C
0.1382304139080098,A124C,S42C
0.6392843863814508,A124C,A124C
0.1150000000010731,A124C,S42C
0.1580395374994558,A124C,S42C
0.13499999993942569,A124C,S42C
0.1846579106576762,A124C,S42C
0.8507489239123559,A124C,A124C
0.8988017158036863,A124C,A124C
0.2795590830924112,A124C,A78C
0.7004168700460583,A124C,A124C
0.24794672424534603,A124C,A78C
0.8817527301571341,A124C,A124C
0.13021317360745938,A124C,S42C
0.8417693973809457,A124C,A124C
0.4850000000015682,A124C,A107C
0.7449306675693905,A124C,A124C
0.4431136653572129,A124C,A107C
0.19648194443984332,A124C,S42C
0.20088467705923863,A124C,S42C
0.3571490295692162,A124C,A107C
0.17000000000000465,A124C,S42C
0.7350000000048749,A124C,A124C
0.8348108865052029,A124C,A124C
0.6977482321917302,A124C,A124C
0.1297262801868586,A124C,S42C
0.742216922002645,A124C,A124C
0.35499999999898546,A124C,A107C
0.7326402295533081,A124C,A124C
0.37493088506227296,A124C,A107C
0.4629304641211517,A124C,A107C
0.27465293106423017,A124C,A78C
0.24999999983283333,A124C,A78C
0.14948550406724584,A124C,S42C
0.1132026757220041,A124C,S42C
0.15413739779857494,A124C,S42C
0.4100000000054468,A124C,A107C
0.7101544504922921,A124C,A124C
0.13499999907078603,A124C,S42C
0.34217839890683505,A124C,A78C
0.4199999999999997,A124C,A107C
0.42924687833062214,A124C,A107C
0.15112158514857563,A124C,S42C
0.18978532765063857,A124C,S42C
0.2249999999310401,A124C,A78C
0.8099999999999992,A124C,A124C
0.4682327635301564,A124C,A107C
0.7478888776997369,A124C,A124C
0.11897681325277915,A124C,S42C
0.1889434530986628,A124C,S42C
0.35800202746530096,A124C,A107C
0.1309613417311597,A124C,S42C
0.43449446312642825,A124C,A107C
0.16812666458735237,A124C,S42C
0.4350232593223093,A124C,A107C
0.29999999999999954,A124C,A78C
0.6249999999397716,A124C,A124C
0.15751336677550404,A124C,S42C
0.5350031171456346,A124C,A107C
0.10720533268604715,A124C,S42C
0.5027289001713097,A124C,A107C
0.18978532168633241,A124C,S42C
0.21095036401886452,A124C,A78C
0.42808271476313536,A124C,A107C
0.5925744760457562,A124C,A124C
0.45469059554001645,A124C,A107C
0.5797587477379166,A124C,A124C
0.659245020930493,A124C,A124C
0.20500000000424443,A124C,A78C
0.18164827624371205,A124C,S42C
0.7399981688839845,A124C,A124C
0.7574698192069638,A124C,A124C
0.1741248602775363,A124C,S42C
0.16631427290888484,A124C,S42C
0.6999999999999995,A124C,A124C
0.11786725324072314,A124C,S42C
0.817996859276082,A124C,A124C
0.23776889526931155,A124C,A78C
0.1698611231431163,A124C,S42C
0.2363222481588252,A124C,A78C
0.4227215228838313,A124C,A107C
0.6991014610603492,A124C,A124C
0.2747497693249548,A124C,A78C
0.7452486812797748,A124C,A124C
0.22000000000582115,A124C,A78C
0.42012515357423114,A124C,A107C
0.13247860569175585,A124C,S42C
0.8160319831341043,A124C,A124C
0.17493234042734615,A124C,S42C
0.4139299816644317,A124C,A107C
0.4717121498751712,A124C,A107C
0.1750227402006437,A124C,S42C
0.16000000000000178,A124C,S42C
0.37231504154912576,A124C,A107C
0.43499999993986593,A124C,A107C
0.33133055763777913,A124C,A78C
0.6949335611685475,A124C,A124C
0.766533565626212,A124C,A124C
0.11728464428410222,A124C,S42C
0.13721019705236087,A124C,S42C
0.29999999995941296,A124C,A78C
0.39278908442060484,A124C,A107C
0.4199999999999997,A124C,A107C
0.3541160964902489,A124C,A107C
0.15924674894473365,A124C,S42C
0.40556196887975127,A124C,A107C
0.1768026536604948,A124C,S42C
0.12684989127075852,A124C,S42C
0.24205594117680884,A124C,A78C
0.2661241337837352,A124C,A78C
0.16247369382860213,A124C,S42C
0.19177291138638172,A124C,S42C
