,pred,counts,frac
829,A124C,80,0.2564102564102564
830,A78C,95,0.30448717948717946
831,S42C,77,0.2467948717948718
832,A107C,58,0.1858974358974359
833,A124C,95,0.30448717948717946
834,A78C,91,0.2916666666666667
835,S42C,68,0.21794871794871795
836,A107C,76,0.24358974358974358
837,A124C,80,0.2564102564102564
838,A78C,85,0.2724358974358974
839,S42C,71,0.22756410256410256
840,A107C,55,0.1762820512820513
841,A124C,84,0.2692307692307692
842,A78C,85,0.2724358974358974
843,S42C,88,0.28205128205128205
844,A107C,51,0.16346153846153846
845,A124C,97,0.3108974358974359
846,A78C,77,0.2467948717948718
847,S42C,87,0.27884615384615385
848,A107C,51,0.16346153846153846
849,A124C,83,0.266025641025641
850,A78C,97,0.3108974358974359
851,S42C,81,0.25961538461538464
852,A107C,68,0.21794871794871795
853,A124C,74,0.23717948717948717
854,A78C,86,0.27564102564102566
855,S42C,84,0.2692307692307692
856,A107C,41,0.13141025641025642
857,A124C,102,0.3269230769230769
858,A78C,89,0.28525641025641024
859,S42C,80,0.2564102564102564
860,A107C,58,0.1858974358974359
861,A124C,95,0.30448717948717946
862,A78C,74,0.23717948717948717
863,S42C,85,0.2724358974358974
864,A107C,56,0.1794871794871795
865,A124C,81,0.25961538461538464
866,A78C,90,0.28846153846153844
867,S42C,85,0.2724358974358974
868,A107C,59,0.1891025641025641
869,A124C,96,0.3076923076923077
870,A78C,69,0.22115384615384615
871,S42C,88,0.28205128205128205
872,A107C,49,0.15705128205128205
873,A124C,93,0.2980769230769231
874,A78C,85,0.2724358974358974
875,S42C,85,0.2724358974358974
876,A107C,53,0.16987179487179488
877,A124C,85,0.2724358974358974
878,A78C,89,0.28525641025641024
879,S42C,85,0.2724358974358974
880,A107C,56,0.1794871794871795
881,A124C,91,0.2916666666666667
882,A78C,87,0.27884615384615385
883,S42C,78,0.25
884,A107C,65,0.20833333333333334
885,A124C,89,0.28525641025641024
886,A78C,79,0.2532051282051282
887,S42C,79,0.2532051282051282
888,A107C,76,0.24358974358974358
889,A124C,81,0.25961538461538464
890,A78C,77,0.2467948717948718
891,S42C,78,0.25
892,A107C,61,0.1955128205128205
893,A124C,73,0.23397435897435898
894,A78C,77,0.2467948717948718
895,S42C,101,0.32371794871794873
896,A107C,58,0.1858974358974359
897,A124C,98,0.3141025641025641
898,A78C,75,0.2403846153846154
899,S42C,81,0.25961538461538464
900,A107C,55,0.1762820512820513
901,A124C,80,0.2564102564102564
902,A78C,90,0.28846153846153844
903,S42C,87,0.27884615384615385
904,A107C,46,0.14743589743589744
905,A124C,94,0.30128205128205127
906,A78C,83,0.266025641025641
907,S42C,89,0.28525641025641024
908,A107C,55,0.1762820512820513
909,A124C,96,0.3076923076923077
910,A78C,82,0.26282051282051283
911,S42C,79,0.2532051282051282
912,A107C,63,0.20192307692307693
913,A124C,97,0.3108974358974359
914,A78C,78,0.25
915,S42C,74,0.23717948717948717
916,A107C,57,0.18269230769230768
917,A124C,89,0.28525641025641024
918,A78C,95,0.30448717948717946
919,S42C,71,0.22756410256410256
920,A107C,44,0.14102564102564102
921,A124C,85,0.2724358974358974
922,A78C,98,0.3141025641025641
923,S42C,85,0.2724358974358974
924,A107C,64,0.20512820512820512
925,A124C,77,0.2467948717948718
926,A78C,83,0.266025641025641
927,S42C,88,0.28205128205128205
928,A107C,44,0.14102564102564102
929,A124C,87,0.27884615384615385
930,A78C,100,0.32051282051282054
931,S42C,81,0.25961538461538464
932,A107C,51,0.16346153846153846
933,A124C,91,0.2916666666666667
934,A78C,85,0.2724358974358974
935,S42C,85,0.2724358974358974
936,A107C,58,0.1858974358974359
937,A124C,74,0.23717948717948717
938,A78C,98,0.3141025641025641
939,S42C,82,0.26282051282051283
940,A107C,81,0.25961538461538464
941,A124C,77,0.2467948717948718
942,A78C,73,0.23397435897435898
943,S42C,81,0.25961538461538464
944,A107C,48,0.15384615384615385
945,A124C,84,0.2692307692307692
946,A78C,78,0.25
947,S42C,102,0.3269230769230769
948,A107C,69,0.22115384615384615
949,A124C,82,0.26282051282051283
950,A78C,87,0.27884615384615385
951,S42C,74,0.23717948717948717
952,A107C,58,0.1858974358974359
953,A124C,83,0.266025641025641
954,A78C,103,0.3301282051282051
955,S42C,68,0.21794871794871795
956,A107C,55,0.1762820512820513
957,A124C,102,0.3269230769230769
958,A78C,86,0.27564102564102566
959,S42C,69,0.22115384615384615
960,A107C,64,0.20512820512820512
961,A124C,86,0.27564102564102566
962,A78C,89,0.28525641025641024
963,S42C,73,0.23397435897435898
964,A107C,48,0.15384615384615385
965,A124C,93,0.2980769230769231
966,A78C,81,0.25961538461538464
967,S42C,90,0.28846153846153844
968,A107C,69,0.22115384615384615
969,A124C,89,0.28525641025641024
970,A78C,77,0.2467948717948718
971,S42C,77,0.2467948717948718
972,A107C,71,0.22756410256410256
973,A124C,80,0.2564102564102564
974,A78C,88,0.28205128205128205
975,S42C,73,0.23397435897435898
976,A107C,52,0.16666666666666666
977,A124C,97,0.3108974358974359
978,A78C,76,0.24358974358974358
979,S42C,87,0.27884615384615385
980,A107C,64,0.20512820512820512
981,A124C,80,0.2564102564102564
982,A78C,84,0.2692307692307692
983,S42C,84,0.2692307692307692
984,A107C,59,0.1891025641025641
985,A124C,91,0.2916666666666667
986,A78C,99,0.3173076923076923
987,S42C,63,0.20192307692307693
988,A107C,51,0.16346153846153846
989,A124C,96,0.3076923076923077
990,A78C,75,0.2403846153846154
991,S42C,90,0.28846153846153844
992,A107C,55,0.1762820512820513
993,A124C,100,0.32051282051282054
994,A78C,81,0.25961538461538464
995,S42C,76,0.24358974358974358
996,A107C,61,0.1955128205128205
997,A124C,81,0.25961538461538464
998,A78C,81,0.25961538461538464
999,S42C,89,0.28525641025641024
1000,A107C,57,0.18269230769230768
1001,A124C,86,0.27564102564102566
1002,A78C,92,0.2948717948717949
1003,S42C,77,0.2467948717948718
1004,A107C,78,0.25
1005,A124C,91,0.2916666666666667
1006,A78C,66,0.21153846153846154
1007,S42C,77,0.2467948717948718
1008,A107C,61,0.1955128205128205
1009,A124C,77,0.2467948717948718
1010,A78C,91,0.2916666666666667
1011,S42C,83,0.266025641025641
1012,A107C,53,0.16987179487179488
1013,A124C,99,0.3173076923076923
1014,A78C,75,0.2403846153846154
1015,S42C,85,0.2724358974358974
1016,A107C,53,0.16987179487179488
1017,A124C,94,0.30128205128205127
1018,A78C,83,0.266025641025641
1019,S42C,82,0.26282051282051283
1020,A107C,56,0.1794871794871795
1021,A124C,91,0.2916666666666667
1022,A78C,83,0.266025641025641
1023,S42C,82,0.26282051282051283
1024,A107C,63,0.20192307692307693
1025,A124C,79,0.2532051282051282
1026,A78C,89,0.28525641025641024
1027,S42C,81,0.25961538461538464
1028,A107C,58,0.1858974358974359
1029,A124C,87,0.27884615384615385
1030,A78C,81,0.25961538461538464
1031,S42C,86,0.27564102564102566
1032,A107C,65,0.20833333333333334
1033,A124C,75,0.2403846153846154
1034,A78C,99,0.3173076923076923
1035,S42C,73,0.23397435897435898
1036,A107C,50,0.16025641025641027
1037,A124C,88,0.28205128205128205
1038,A78C,82,0.26282051282051283
1039,S42C,92,0.2948717948717949
1040,A107C,59,0.1891025641025641
1041,A124C,92,0.2948717948717949
1042,A78C,100,0.32051282051282054
1043,S42C,61,0.1955128205128205
1044,A107C,45,0.14423076923076922
1045,A124C,94,0.30128205128205127
1046,A78C,91,0.2916666666666667
1047,S42C,82,0.26282051282051283
1048,A107C,63,0.20192307692307693
1049,A124C,69,0.22115384615384615
1050,A78C,89,0.28525641025641024
1051,S42C,91,0.2916666666666667
1052,A107C,68,0.21794871794871795
1053,A124C,93,0.2980769230769231
1054,A78C,80,0.2564102564102564
1055,S42C,71,0.22756410256410256
1056,A107C,69,0.22115384615384615
1057,A124C,93,0.2980769230769231
1058,A78C,89,0.28525641025641024
1059,S42C,61,0.1955128205128205
1060,A107C,58,0.1858974358974359
1061,A124C,81,0.25961538461538464
1062,A78C,88,0.28205128205128205
1063,S42C,85,0.2724358974358974
1064,A107C,52,0.16666666666666666
1065,A124C,93,0.2980769230769231
1066,A78C,90,0.28846153846153844
1067,S42C,77,0.2467948717948718
1068,A107C,55,0.1762820512820513
1069,A124C,81,0.25961538461538464
1070,A78C,93,0.2980769230769231
1071,S42C,83,0.266025641025641
1072,A107C,50,0.16025641025641027
1073,A124C,84,0.2692307692307692
1074,A78C,91,0.2916666666666667
1075,S42C,87,0.27884615384615385
1076,A107C,57,0.18269230769230768
1077,A124C,81,0.25961538461538464
1078,A78C,91,0.2916666666666667
1079,S42C,83,0.266025641025641
1080,A107C,59,0.1891025641025641
1081,A124C,79,0.2532051282051282
1082,A78C,82,0.26282051282051283
1083,S42C,92,0.2948717948717949
1084,A107C,57,0.18269230769230768
1085,A124C,96,0.3076923076923077
1086,A78C,82,0.26282051282051283
1087,S42C,77,0.2467948717948718
1088,A107C,56,0.1794871794871795
1089,A124C,89,0.28525641025641024
1090,A78C,88,0.28205128205128205
1091,S42C,79,0.2532051282051282
1092,A107C,60,0.19230769230769232
1093,A124C,77,0.2467948717948718
1094,A78C,99,0.3173076923076923
1095,S42C,76,0.24358974358974358
1096,A107C,56,0.1794871794871795
1097,A124C,83,0.266025641025641
1098,A78C,99,0.3173076923076923
1099,S42C,74,0.23717948717948717
1100,A107C,66,0.21153846153846154
1101,A124C,104,0.3333333333333333
1102,A78C,70,0.22435897435897437
1103,S42C,72,0.23076923076923078
1104,A107C,52,0.16666666666666666
1105,A124C,82,0.26282051282051283
1106,A78C,96,0.3076923076923077
1107,S42C,82,0.26282051282051283
1108,A107C,61,0.1955128205128205
1109,A124C,82,0.26282051282051283
1110,A78C,77,0.2467948717948718
1111,S42C,92,0.2948717948717949
1112,A107C,58,0.1858974358974359
1113,A124C,84,0.2692307692307692
1114,A78C,90,0.28846153846153844
1115,S42C,80,0.2564102564102564
1116,A107C,54,0.17307692307692307
1117,A124C,85,0.2724358974358974
1118,A78C,92,0.2948717948717949
1119,S42C,81,0.25961538461538464
1120,A107C,52,0.16666666666666666
1121,A124C,88,0.28205128205128205
1122,A78C,96,0.3076923076923077
1123,S42C,76,0.24358974358974358
1124,A107C,48,0.15384615384615385
1125,A124C,94,0.30128205128205127
1126,A78C,97,0.3108974358974359
1127,S42C,73,0.23397435897435898
1128,A107C,50,0.16025641025641027
1129,A124C,83,0.266025641025641
1130,A78C,89,0.28525641025641024
1131,S42C,90,0.28846153846153844
1132,A107C,62,0.1987179487179487
1133,A124C,90,0.28846153846153844
1134,A78C,81,0.25961538461538464
1135,S42C,79,0.2532051282051282
1136,A107C,62,0.1987179487179487
1137,A124C,82,0.26282051282051283
1138,A78C,82,0.26282051282051283
1139,S42C,86,0.27564102564102566
1140,A107C,63,0.20192307692307693
1141,A124C,83,0.266025641025641
1142,A78C,79,0.2532051282051282
1143,S42C,87,0.27884615384615385
1144,A107C,56,0.1794871794871795
1145,A124C,93,0.2980769230769231
1146,A78C,87,0.27884615384615385
1147,S42C,76,0.24358974358974358
1148,A107C,53,0.16987179487179488
1149,A124C,82,0.26282051282051283
1150,A78C,85,0.2724358974358974
1151,S42C,92,0.2948717948717949
1152,A107C,63,0.20192307692307693
1153,A124C,95,0.30448717948717946
1154,A78C,72,0.23076923076923078
1155,S42C,82,0.26282051282051283
1156,A107C,53,0.16987179487179488
1157,A124C,88,0.28205128205128205
1158,A78C,83,0.266025641025641
1159,S42C,88,0.28205128205128205
1160,A107C,69,0.22115384615384615
1161,A124C,85,0.2724358974358974
1162,A78C,94,0.30128205128205127
1163,S42C,64,0.20512820512820512
1164,A107C,59,0.1891025641025641
1165,A124C,107,0.34294871794871795
1166,A78C,76,0.24358974358974358
1167,S42C,70,0.22435897435897437
1168,A107C,59,0.1891025641025641
1169,A124C,86,0.27564102564102566
1170,A78C,84,0.2692307692307692
1171,S42C,83,0.266025641025641
1172,A107C,50,0.16025641025641027
1173,A124C,95,0.30448717948717946
1174,A78C,70,0.22435897435897437
1175,S42C,97,0.3108974358974359
1176,A107C,44,0.14102564102564102
1177,A124C,91,0.2916666666666667
1178,A78C,89,0.28525641025641024
1179,S42C,88,0.28205128205128205
1180,A107C,66,0.21153846153846154
1181,A124C,73,0.23397435897435898
1182,A78C,77,0.2467948717948718
1183,S42C,96,0.3076923076923077
1184,A107C,71,0.22756410256410256
1185,A124C,78,0.25
1186,A78C,84,0.2692307692307692
1187,S42C,79,0.2532051282051282
1188,A107C,63,0.20192307692307693
1189,A124C,91,0.2916666666666667
1190,A78C,88,0.28205128205128205
1191,S42C,70,0.22435897435897437
1192,A107C,67,0.21474358974358973
1193,A124C,97,0.3108974358974359
1194,A78C,75,0.2403846153846154
1195,S42C,73,0.23397435897435898
1196,A107C,76,0.24358974358974358
1197,A124C,70,0.22435897435897437
1198,A78C,92,0.2948717948717949
1199,S42C,74,0.23717948717948717
1200,A107C,58,0.1858974358974359
1201,A124C,86,0.27564102564102566
1202,A78C,84,0.2692307692307692
1203,S42C,84,0.2692307692307692
1204,A107C,63,0.20192307692307693
1205,A124C,88,0.28205128205128205
1206,A78C,78,0.25
1207,S42C,83,0.266025641025641
1208,A107C,47,0.15064102564102563
1209,A124C,94,0.30128205128205127
1210,A78C,77,0.2467948717948718
1211,S42C,94,0.30128205128205127
1212,A107C,59,0.1891025641025641
1213,A124C,88,0.28205128205128205
1214,A78C,90,0.28846153846153844
1215,S42C,75,0.2403846153846154
1216,A107C,56,0.1794871794871795
1217,A124C,92,0.2948717948717949
1218,A78C,81,0.25961538461538464
1219,S42C,83,0.266025641025641
1220,A107C,59,0.1891025641025641
1221,A124C,93,0.2980769230769231
1222,A78C,83,0.266025641025641
1223,S42C,77,0.2467948717948718
1224,A107C,52,0.16666666666666666
1225,A124C,79,0.2532051282051282
1226,A78C,102,0.3269230769230769
1227,S42C,79,0.2532051282051282
1228,A107C,55,0.1762820512820513
1229,A124C,80,0.2564102564102564
1230,A78C,90,0.28846153846153844
1231,S42C,87,0.27884615384615385
1232,A107C,56,0.1794871794871795
1233,A124C,86,0.27564102564102566
1234,A78C,86,0.27564102564102566
1235,S42C,84,0.2692307692307692
1236,A107C,42,0.1346153846153846
1237,A124C,102,0.3269230769230769
1238,A78C,91,0.2916666666666667
1239,S42C,77,0.2467948717948718
1240,A107C,56,0.1794871794871795
1241,A124C,89,0.28525641025641024
1242,A78C,92,0.2948717948717949
1243,S42C,75,0.2403846153846154
1244,A107C,53,0.16987179487179488
1245,A124C,81,0.25961538461538464
1246,A78C,93,0.2980769230769231
1247,S42C,85,0.2724358974358974
1248,A107C,64,0.20512820512820512
1249,A124C,79,0.2532051282051282
1250,A78C,93,0.2980769230769231
1251,S42C,76,0.24358974358974358
1252,A107C,61,0.1955128205128205
1253,A124C,76,0.24358974358974358
1254,A78C,87,0.27884615384615385
1255,S42C,88,0.28205128205128205
1256,A107C,48,0.15384615384615385
1257,A124C,101,0.32371794871794873
1258,A78C,93,0.2980769230769231
1259,S42C,70,0.22435897435897437
1260,A107C,64,0.20512820512820512
1261,A124C,72,0.23076923076923078
1262,A78C,103,0.3301282051282051
1263,S42C,73,0.23397435897435898
1264,A107C,60,0.19230769230769232
1265,A124C,82,0.26282051282051283
1266,A78C,87,0.27884615384615385
1267,S42C,83,0.266025641025641
1268,A107C,58,0.1858974358974359
1269,A124C,94,0.30128205128205127
1270,A78C,87,0.27884615384615385
1271,S42C,73,0.23397435897435898
1272,A107C,63,0.20192307692307693
1273,A124C,87,0.27884615384615385
1274,A78C,86,0.27564102564102566
1275,S42C,76,0.24358974358974358
1276,A107C,55,0.1762820512820513
1277,A124C,82,0.26282051282051283
1278,A78C,94,0.30128205128205127
1279,S42C,81,0.25961538461538464
1280,A107C,45,0.14423076923076922
1281,A124C,85,0.2724358974358974
1282,A78C,94,0.30128205128205127
1283,S42C,88,0.28205128205128205
1284,A107C,57,0.18269230769230768
1285,A124C,89,0.28525641025641024
1286,A78C,68,0.21794871794871795
1287,S42C,98,0.3141025641025641
1288,A107C,56,0.1794871794871795
1289,A124C,82,0.26282051282051283
1290,A78C,87,0.27884615384615385
1291,S42C,87,0.27884615384615385
1292,A107C,65,0.20833333333333334
1293,A124C,87,0.27884615384615385
1294,A78C,93,0.2980769230769231
1295,S42C,67,0.21474358974358973
1296,A107C,56,0.1794871794871795
1297,A124C,104,0.3333333333333333
1298,A78C,77,0.2467948717948718
1299,S42C,75,0.2403846153846154
1300,A107C,69,0.22115384615384615
1301,A124C,87,0.27884615384615385
1302,A78C,84,0.2692307692307692
1303,S42C,72,0.23076923076923078
1304,A107C,65,0.20833333333333334
1305,A124C,90,0.28846153846153844
1306,A78C,75,0.2403846153846154
1307,S42C,82,0.26282051282051283
1308,A107C,55,0.1762820512820513
1309,A124C,90,0.28846153846153844
1310,A78C,86,0.27564102564102566
1311,S42C,81,0.25961538461538464
1312,A107C,70,0.22435897435897437
1313,A124C,87,0.27884615384615385
1314,A78C,79,0.2532051282051282
1315,S42C,76,0.24358974358974358
1316,A107C,60,0.19230769230769232
1317,A124C,81,0.25961538461538464
1318,A78C,82,0.26282051282051283
1319,S42C,89,0.28525641025641024
1320,A107C,54,0.17307692307692307
1321,A124C,88,0.28205128205128205
1322,A78C,85,0.2724358974358974
1323,S42C,85,0.2724358974358974
1324,A107C,68,0.21794871794871795
1325,A124C,85,0.2724358974358974
1326,A78C,84,0.2692307692307692
1327,S42C,75,0.2403846153846154
1328,A107C,78,0.25
1329,A124C,88,0.28205128205128205
1330,A78C,75,0.2403846153846154
1331,S42C,71,0.22756410256410256
1332,A107C,64,0.20512820512820512
1333,A124C,88,0.28205128205128205
1334,A78C,79,0.2532051282051282
1335,S42C,81,0.25961538461538464
1336,A107C,58,0.1858974358974359
1337,A124C,99,0.3173076923076923
1338,A78C,87,0.27884615384615385
1339,S42C,68,0.21794871794871795
1340,A107C,54,0.17307692307692307
1341,A124C,89,0.28525641025641024
1342,A78C,95,0.30448717948717946
1343,S42C,74,0.23717948717948717
1344,A107C,69,0.22115384615384615
1345,A124C,90,0.28846153846153844
1346,A78C,86,0.27564102564102566
1347,S42C,67,0.21474358974358973
1348,A107C,64,0.20512820512820512
1349,A124C,91,0.2916666666666667
1350,A78C,84,0.2692307692307692
1351,S42C,73,0.23397435897435898
1352,A107C,63,0.20192307692307693
1353,A124C,85,0.2724358974358974
1354,A78C,79,0.2532051282051282
1355,S42C,85,0.2724358974358974
1356,A107C,47,0.15064102564102563
1357,A124C,81,0.25961538461538464
1358,A78C,96,0.3076923076923077
1359,S42C,88,0.28205128205128205
1360,A107C,80,0.2564102564102564
1361,A124C,84,0.2692307692307692
1362,A78C,80,0.2564102564102564
1363,S42C,68,0.21794871794871795
1364,A107C,56,0.1794871794871795
1365,A124C,77,0.2467948717948718
1366,A78C,93,0.2980769230769231
1367,S42C,86,0.27564102564102566
1368,A107C,60,0.19230769230769232
1369,A124C,78,0.25
1370,A78C,80,0.2564102564102564
1371,S42C,94,0.30128205128205127
1372,A107C,63,0.20192307692307693
1373,A124C,84,0.2692307692307692
1374,A78C,97,0.3108974358974359
1375,S42C,68,0.21794871794871795
1376,A107C,63,0.20192307692307693
1377,A124C,85,0.2724358974358974
1378,A78C,89,0.28525641025641024
1379,S42C,75,0.2403846153846154
1380,A107C,47,0.15064102564102563
1381,A124C,95,0.30448717948717946
1382,A78C,91,0.2916666666666667
1383,S42C,79,0.2532051282051282
1384,A107C,56,0.1794871794871795
1385,A124C,88,0.28205128205128205
1386,A78C,80,0.2564102564102564
1387,S42C,88,0.28205128205128205
1388,A107C,60,0.19230769230769232
1389,A124C,76,0.24358974358974358
1390,A78C,98,0.3141025641025641
1391,S42C,78,0.25
1392,A107C,48,0.15384615384615385
1393,A124C,96,0.3076923076923077
1394,A78C,88,0.28205128205128205
1395,S42C,80,0.2564102564102564
1396,A107C,66,0.21153846153846154
1397,A124C,68,0.21794871794871795
1398,A78C,86,0.27564102564102566
1399,S42C,92,0.2948717948717949
1400,A107C,62,0.1987179487179487
1401,A124C,87,0.27884615384615385
1402,A78C,87,0.27884615384615385
1403,S42C,76,0.24358974358974358
1404,A107C,63,0.20192307692307693
1405,A124C,97,0.3108974358974359
1406,A78C,72,0.23076923076923078
1407,S42C,80,0.2564102564102564
1408,A107C,55,0.1762820512820513
1409,A124C,88,0.28205128205128205
1410,A78C,94,0.30128205128205127
1411,S42C,75,0.2403846153846154
1412,A107C,64,0.20512820512820512
1413,A124C,91,0.2916666666666667
1414,A78C,76,0.24358974358974358
1415,S42C,81,0.25961538461538464
1416,A107C,57,0.18269230769230768
1417,A124C,85,0.2724358974358974
1418,A78C,74,0.23717948717948717
1419,S42C,96,0.3076923076923077
1420,A107C,54,0.17307692307692307
1421,A124C,92,0.2948717948717949
1422,A78C,88,0.28205128205128205
1423,S42C,78,0.25
1424,A107C,55,0.1762820512820513
1425,A124C,90,0.28846153846153844
1426,A78C,79,0.2532051282051282
1427,S42C,88,0.28205128205128205
1428,A107C,71,0.22756410256410256
1429,A124C,86,0.27564102564102566
1430,A78C,84,0.2692307692307692
1431,S42C,71,0.22756410256410256
1432,A107C,52,0.16666666666666666
1433,A124C,90,0.28846153846153844
1434,A78C,87,0.27884615384615385
1435,S42C,83,0.266025641025641
1436,A107C,60,0.19230769230769232
1437,A124C,96,0.3076923076923077
1438,A78C,88,0.28205128205128205
1439,S42C,68,0.21794871794871795
1440,A107C,64,0.20512820512820512
1441,A124C,92,0.2948717948717949
1442,A78C,97,0.3108974358974359
1443,S42C,59,0.1891025641025641
1444,A107C,54,0.17307692307692307
1445,A124C,94,0.30128205128205127
1446,A78C,87,0.27884615384615385
1447,S42C,77,0.2467948717948718
1448,A107C,57,0.18269230769230768
1449,A124C,86,0.27564102564102566
1450,A78C,80,0.2564102564102564
1451,S42C,89,0.28525641025641024
1452,A107C,54,0.17307692307692307
1453,A124C,83,0.266025641025641
1454,A78C,89,0.28525641025641024
1455,S42C,86,0.27564102564102566
1456,A107C,58,0.1858974358974359
1457,A124C,87,0.27884615384615385
1458,A78C,81,0.25961538461538464
1459,S42C,86,0.27564102564102566
1460,A107C,52,0.16666666666666666
1461,A124C,71,0.22756410256410256
1462,A78C,97,0.3108974358974359
1463,S42C,92,0.2948717948717949
1464,A107C,76,0.24358974358974358
1465,A124C,80,0.2564102564102564
1466,A78C,74,0.23717948717948717
1467,S42C,82,0.26282051282051283
1468,A107C,59,0.1891025641025641
1469,A124C,89,0.28525641025641024
1470,A78C,73,0.23397435897435898
1471,S42C,91,0.2916666666666667
1472,A107C,67,0.21474358974358973
1473,A124C,86,0.27564102564102566
1474,A78C,75,0.2403846153846154
1475,S42C,84,0.2692307692307692
1476,A107C,69,0.22115384615384615
1477,A124C,77,0.2467948717948718
1478,A78C,90,0.28846153846153844
1479,S42C,76,0.24358974358974358
1480,A107C,59,0.1891025641025641
1481,A124C,85,0.2724358974358974
1482,A78C,75,0.2403846153846154
1483,S42C,93,0.2980769230769231
1484,A107C,58,0.1858974358974359
1485,A124C,85,0.2724358974358974
1486,A78C,95,0.30448717948717946
1487,S42C,74,0.23717948717948717
1488,A107C,81,0.25961538461538464
1489,A124C,74,0.23717948717948717
1490,A78C,81,0.25961538461538464
1491,S42C,76,0.24358974358974358
1492,A107C,64,0.20512820512820512
1493,A124C,83,0.266025641025641
1494,A78C,83,0.266025641025641
1495,S42C,82,0.26282051282051283
1496,A107C,51,0.16346153846153846
1497,A124C,93,0.2980769230769231
1498,A78C,69,0.22115384615384615
1499,S42C,99,0.3173076923076923
1500,A107C,60,0.19230769230769232
1501,A124C,80,0.2564102564102564
1502,A78C,77,0.2467948717948718
1503,S42C,95,0.30448717948717946
1504,A107C,52,0.16666666666666666
1505,A124C,91,0.2916666666666667
1506,A78C,80,0.2564102564102564
1507,S42C,89,0.28525641025641024
1508,A107C,52,0.16666666666666666
1509,A124C,92,0.2948717948717949
1510,A78C,86,0.27564102564102566
1511,S42C,82,0.26282051282051283
1512,A107C,62,0.1987179487179487
1513,A124C,88,0.28205128205128205
1514,A78C,85,0.2724358974358974
1515,S42C,77,0.2467948717948718
1516,A107C,61,0.1955128205128205
1517,A124C,72,0.23076923076923078
1518,A78C,94,0.30128205128205127
1519,S42C,85,0.2724358974358974
1520,A107C,56,0.1794871794871795
1521,A124C,91,0.2916666666666667
1522,A78C,96,0.3076923076923077
1523,S42C,69,0.22115384615384615
1524,A107C,63,0.20192307692307693
1525,A124C,73,0.23397435897435898
1526,A78C,88,0.28205128205128205
1527,S42C,88,0.28205128205128205
1528,A107C,61,0.1955128205128205
1529,A124C,92,0.2948717948717949
1530,A78C,81,0.25961538461538464
1531,S42C,78,0.25
1532,A107C,60,0.19230769230769232
1533,A124C,89,0.28525641025641024
1534,A78C,95,0.30448717948717946
1535,S42C,68,0.21794871794871795
1536,A107C,54,0.17307692307692307
1537,A124C,85,0.2724358974358974
1538,A78C,99,0.3173076923076923
1539,S42C,74,0.23717948717948717
1540,A107C,59,0.1891025641025641
1541,A124C,76,0.24358974358974358
1542,A78C,110,0.3525641025641026
1543,S42C,67,0.21474358974358973
1544,A107C,62,0.1987179487179487
1545,A124C,81,0.25961538461538464
1546,A78C,81,0.25961538461538464
1547,S42C,88,0.28205128205128205
1548,A107C,76,0.24358974358974358
1549,A124C,84,0.2692307692307692
1550,A78C,83,0.266025641025641
1551,S42C,69,0.22115384615384615
1552,A107C,54,0.17307692307692307
1553,A124C,99,0.3173076923076923
1554,A78C,76,0.24358974358974358
1555,S42C,83,0.266025641025641
1556,A107C,60,0.19230769230769232
1557,A124C,93,0.2980769230769231
1558,A78C,74,0.23717948717948717
1559,S42C,85,0.2724358974358974
1560,A107C,59,0.1891025641025641
1561,A124C,77,0.2467948717948718
1562,A78C,92,0.2948717948717949
1563,S42C,84,0.2692307692307692
1564,A107C,58,0.1858974358974359
1565,A124C,71,0.22756410256410256
1566,A78C,97,0.3108974358974359
1567,S42C,86,0.27564102564102566
1568,A107C,58,0.1858974358974359
1569,A124C,77,0.2467948717948718
1570,A78C,81,0.25961538461538464
1571,S42C,96,0.3076923076923077
1572,A107C,65,0.20833333333333334
1573,A124C,93,0.2980769230769231
1574,A78C,80,0.2564102564102564
1575,S42C,74,0.23717948717948717
1576,A107C,67,0.21474358974358973
1577,A124C,86,0.27564102564102566
1578,A78C,79,0.2532051282051282
1579,S42C,80,0.2564102564102564
1580,A107C,51,0.16346153846153846
1581,A124C,85,0.2724358974358974
1582,A78C,80,0.2564102564102564
1583,S42C,96,0.3076923076923077
1584,A107C,55,0.1762820512820513
1585,A124C,77,0.2467948717948718
1586,A78C,86,0.27564102564102566
1587,S42C,94,0.30128205128205127
1588,A107C,76,0.24358974358974358
1589,A124C,87,0.27884615384615385
1590,A78C,84,0.2692307692307692
1591,S42C,65,0.20833333333333334
1592,A107C,59,0.1891025641025641
1593,A124C,70,0.22435897435897437
1594,A78C,98,0.3141025641025641
1595,S42C,85,0.2724358974358974
1596,A107C,73,0.23397435897435898
1597,A124C,78,0.25
1598,A78C,75,0.2403846153846154
1599,S42C,86,0.27564102564102566
1600,A107C,56,0.1794871794871795
1601,A124C,84,0.2692307692307692
1602,A78C,91,0.2916666666666667
1603,S42C,81,0.25961538461538464
1604,A107C,57,0.18269230769230768
1605,A124C,91,0.2916666666666667
1606,A78C,85,0.2724358974358974
1607,S42C,79,0.2532051282051282
1608,A107C,61,0.1955128205128205
1609,A124C,84,0.2692307692307692
1610,A78C,77,0.2467948717948718
1611,S42C,90,0.28846153846153844
1612,A107C,56,0.1794871794871795
1613,A124C,91,0.2916666666666667
1614,A78C,92,0.2948717948717949
1615,S42C,73,0.23397435897435898
1616,A107C,39,0.125
1617,A124C,97,0.3108974358974359
1618,A78C,91,0.2916666666666667
1619,S42C,85,0.2724358974358974
